Trace-id,Total Requests,Count_200,Count_404,Count_5xx,Unique Paths,Avg Path Depth,Avg Path Length,Unique User Agents,Prop_200,Prop_404,Prop_5xx,Anomaly,DBSCAN_Cluster,Isolation_Anomaly
00a27e20a1dbd223ecdd4fcff54217eb,1,1,0,0,1,5.0,63.0,1,1.0,0.0,0.0,1,-1,1
00ab4270bea357d353a6068bd90782dd,1,1,0,0,1,5.0,56.0,1,1.0,0.0,0.0,1,-1,1
00ac44b9ce0d48ccaeaee3e93d5cfbc8,1,1,0,0,1,5.0,76.0,1,1.0,0.0,0.0,1,-1,1
00af5571abc533338b30166e4cde95f4,1,0,0,0,1,5.0,73.0,1,0.0,0.0,0.0,1,-1,1
00b9ed7a221000cbaa1ac6e94d0bb1c0,1,0,0,0,1,3.0,16.0,1,0.0,0.0,0.0,1,-1,1
00c2045c49d5449450baff8486a933f6,1,0,0,0,1,5.0,56.0,1,0.0,0.0,0.0,1,-1,1
00c3476a6f610ad7c59c50505e1c7df9,1,0,0,0,1,4.0,50.0,1,0.0,0.0,0.0,1,-1,1
00c7b5d3053b1967f564a22d3094e6be,1,1,0,0,1,2.0,12.0,1,1.0,0.0,0.0,1,209,-1
00cb8a8dbcc4480f51eaf6f2bebb2707,1,0,0,0,1,6.0,66.0,1,0.0,0.0,0.0,1,-1,1
00ccb6bcf3adfb2195a2aabbb5522249,1,1,0,0,1,5.0,76.0,1,1.0,0.0,0.0,1,-1,1
00d086d50d807614fee9bb4effde1725,1,1,0,0,1,4.0,53.0,1,1.0,0.0,0.0,1,-1,1
00df683ed76c7d8cb0789760389b2a1b,1,0,0,0,1,3.0,15.0,1,0.0,0.0,0.0,1,-1,1
00e44d7922bda7ce04dede7ccc3e1c89,1,1,0,0,1,5.0,67.0,1,1.0,0.0,0.0,1,-1,1
00e6405515e5df12147224dfba109b37,1,1,0,0,1,2.0,12.0,1,1.0,0.0,0.0,1,-1,1
00f2147338ff337be35c1bd4868305b6,1,1,0,0,1,5.0,67.0,1,1.0,0.0,0.0,1,323,-1
00f30a20b9bfccca99075617f1091a76,1,0,0,0,1,4.0,49.0,1,0.0,0.0,0.0,1,41,-1
01096380a211042cb2a181d8efdcdda9,1,0,0,0,1,3.0,16.0,1,0.0,0.0,0.0,1,-1,1
01097019cf4b84b5ab06abbdbb9d31d0,1,1,0,0,1,6.0,66.0,1,1.0,0.0,0.0,1,-1,1
010e9db413b7adb26ce4a37c577520c6,1,0,0,0,1,5.0,57.0,1,0.0,0.0,0.0,1,350,-1
01149ecaafc5fd417c599f671ef89a61,1,1,0,0,1,4.0,58.0,1,1.0,0.0,0.0,1,-1,1
011a2a4f72cebcf98ef7b4387f4bc746,1,0,0,0,1,3.0,27.0,1,0.0,0.0,0.0,1,-1,1
0128ea7bc0620c27c70f17193ca78ecb,1,0,0,0,1,4.0,14.0,1,0.0,0.0,0.0,1,-1,1
012b1c505e0f4641dcba38a32c56e5ff,1,1,0,0,1,4.0,18.0,1,1.0,0.0,0.0,1,-1,1
0133e27118280f86b9b68469f72aa17a,1,1,0,0,1,5.0,59.0,1,1.0,0.0,0.0,1,-1,1
013bb3bd354cbb51d99bc427e858445b,1,0,0,1,1,2.0,12.0,1,0.0,0.0,1.0,1,-1,1
013ee3e2828b5fa84b3028576c7d7634,1,1,0,0,1,3.0,16.0,1,1.0,0.0,0.0,1,-1,1
0141b4a7ea005958b34a576a8ef489d3,1,0,1,0,1,4.0,54.0,1,0.0,1.0,0.0,1,-1,1
014431a8be82daad49322c26389e2e2f,1,0,0,0,1,5.0,59.0,1,0.0,0.0,0.0,1,-1,1
0145b8fcafbb53a6bb88892ac52b7d04,1,1,0,0,1,6.0,66.0,1,1.0,0.0,0.0,1,-1,1
014d0b1c61decdbef07f05723ea5845a,1,1,0,0,1,5.0,76.0,1,1.0,0.0,0.0,1,-1,1
015681861409e5ccafb0e3d8dfd10a07,1,1,0,0,1,5.0,61.0,1,1.0,0.0,0.0,1,-1,1
01588d5e724a1c3e7fdc8d1f27005082,1,1,0,0,1,4.0,50.0,1,1.0,0.0,0.0,1,-1,1
015b786bd2bfb553c551a824a4eaf348,1,0,0,0,1,4.0,54.0,1,0.0,0.0,0.0,1,-1,1
0163d1deda6e1121d1b4cf579fa1fc0c,1,1,0,0,1,5.0,63.0,1,1.0,0.0,0.0,1,427,-1
016610a080bda136a33f4b7885e56adb,1,1,0,0,1,5.0,64.0,1,1.0,0.0,0.0,1,-1,1
017624dd6acb88a227c51dd3c89c2291,1,1,0,0,1,2.0,12.0,1,1.0,0.0,0.0,1,209,-1
0176dbc96615b0269222e30b0b8bd5d8,1,0,0,0,1,5.0,57.0,1,0.0,0.0,0.0,1,-1,1
017e767d34dd03fd1ae61f781a5865e4,1,1,0,0,1,3.0,16.0,1,1.0,0.0,0.0,1,-1,1
0187f18a8dc482554b7ca92ed8a904bf,1,1,0,0,1,3.0,20.0,1,1.0,0.0,0.0,1,-1,1
0190ceb1033bd692d14bfbb465191c51,1,1,0,0,1,4.0,54.0,1,1.0,0.0,0.0,1,-1,1
019226fed3825e474d4ea0c4084661c5,1,1,0,0,1,5.0,59.0,1,1.0,0.0,0.0,1,-1,1
01935db655e3e3d8f3c9203e4958efb9,1,1,0,0,1,2.0,12.0,1,1.0,0.0,0.0,1,-1,1
01a53fa38b2bfbae5082288e53bb5618,1,0,0,0,1,5.0,57.0,1,0.0,0.0,0.0,1,-1,1
01a5a537cd52826a1006ed5678c64b0a,1,0,1,0,1,4.0,54.0,1,0.0,1.0,0.0,1,-1,1
01a67a0e13fb543f1670bfd7167a686a,1,1,0,0,1,2.0,12.0,1,1.0,0.0,0.0,1,-1,1
01a71caa5dd893d658391f57fada4d56,1,1,0,0,1,5.0,60.0,1,1.0,0.0,0.0,1,-1,1
01a749bdcf661d965479719fc93831c8,1,0,0,0,1,3.0,16.0,1,0.0,0.0,0.0,1,-1,1
01a7595fb5cd83f1af735b89015a921b,1,0,0,0,1,4.0,58.0,1,0.0,0.0,0.0,1,-1,1
01ac8e9aa0836a72efde132714d7e70a,1,0,1,0,1,1.0,5.0,1,0.0,1.0,0.0,1,-1,1
01b4816167cdee8cf7e4c4c68cb8e4bf,1,1,0,0,1,5.0,59.0,1,1.0,0.0,0.0,1,-1,1
01b4e95d0b44ad1f814eabc3eb8ced9a,1,0,0,0,1,6.0,66.0,1,0.0,0.0,0.0,1,-1,1
01b632e1af49e39bf2cb029c36f77089,1,1,0,0,1,5.0,56.0,1,1.0,0.0,0.0,1,-1,1
01c5aab53ddba04dcea027942a337b03,1,0,0,0,1,4.0,18.0,1,0.0,0.0,0.0,1,-1,1
01d0839756386e4264ce58b3d69de4a0,1,0,1,0,1,5.0,67.0,1,0.0,1.0,0.0,1,-1,1
01dde25f523078dfdd2e05d130bd9e70,1,1,0,0,1,5.0,59.0,1,1.0,0.0,0.0,1,-1,1
01de69859ed4b3c34051fc8ca335861c,1,0,0,0,1,6.0,66.0,1,0.0,0.0,0.0,1,-1,1
01dec24ed732a1c8e4d123a22f71e476,1,0,0,0,1,6.0,66.0,1,0.0,0.0,0.0,1,-1,1
01df439f5f846f87ee2be306102be9f1,1,0,0,0,1,3.0,20.0,1,0.0,0.0,0.0,1,-1,1
01ea7a2be5fc10dcc9dbd9004d171b59,1,0,1,0,1,4.0,54.0,1,0.0,1.0,0.0,1,-1,1
01ec709b4339af54f37a86116620444a,1,0,0,0,1,5.0,67.0,1,0.0,0.0,0.0,1,-1,1
01ed5a6f6422a852711786227f6fd024,1,0,1,0,1,4.0,33.0,1,0.0,1.0,0.0,1,-1,1
01ef0e93ace7015859bdfabaa32071e3,1,1,0,0,1,4.0,53.0,1,1.0,0.0,0.0,1,-1,1
01f151060bf85438c519cb9c0b79a8aa,1,0,0,0,1,5.0,57.0,1,0.0,0.0,0.0,1,-1,1
01f53fe0aa93ab58e760c38bf5e01331,1,0,0,0,1,4.0,54.0,1,0.0,0.0,0.0,1,-1,1
01f5525d5027853fe676dc5add1c8958,1,0,0,0,1,3.0,17.0,1,0.0,0.0,0.0,1,-1,1
01fb2a3f4166b06acfe3a7ae765e8d9a,1,1,0,0,1,4.0,54.0,1,1.0,0.0,0.0,1,-1,1
01fc459467df1e9d44366eac3cec0da5,1,1,0,0,1,5.0,67.0,1,1.0,0.0,0.0,1,-1,1
0202d6df746f0aa30d365a0cfbb1e6d9,1,0,0,0,1,4.0,58.0,1,0.0,0.0,0.0,1,-1,1
021000ac6d28ffa31750cef3e385142a,1,1,0,0,1,4.0,58.0,1,1.0,0.0,0.0,1,-1,1
02109269b41d4477f57a9dc73a510b01,1,0,0,0,1,5.0,61.0,1,0.0,0.0,0.0,1,561,-1
0216821bc9c22dd24c42383d70256448,1,1,0,0,1,3.0,20.0,1,1.0,0.0,0.0,1,-1,1
021d5a18f51b0ac37b6fca8cc9066d3e,1,0,0,1,1,2.0,12.0,1,0.0,0.0,1.0,1,-1,1
0226ae3020c09f6abb10b3039021596e,1,0,0,1,1,2.0,12.0,1,0.0,0.0,1.0,1,-1,1
0235278e73ecc8baa6529c780dd38849,1,1,0,0,1,3.0,20.0,1,1.0,0.0,0.0,1,-1,1
023664bb6f385f1af0b6845234e77f36,1,0,0,0,1,5.0,57.0,1,0.0,0.0,0.0,1,-1,1
02389245c18d15246f3833655d4a4198,1,0,0,1,1,2.0,12.0,1,0.0,0.0,1.0,1,-1,1
023bb8b3c2bf74f4e19876c64f560406,1,1,0,0,1,2.0,19.0,1,1.0,0.0,0.0,1,-1,1
023bfe3624267304cb9bb838359e76a3,1,0,0,0,1,4.0,55.0,1,0.0,0.0,0.0,1,-1,1
023c7f1de7f571f40687d29814df3ac8,1,0,0,0,1,5.0,73.0,1,0.0,0.0,0.0,1,-1,1
02410a1903871584c5e4d484a45cfb75,1,1,0,0,1,2.0,12.0,1,1.0,0.0,0.0,1,-1,1
02432a36a1ded1c7396d25c6c2e08736,1,1,0,0,1,5.0,76.0,1,1.0,0.0,0.0,1,-1,1
024a6eb0a2f16445de02cebb226a9fcf,1,0,0,0,1,5.0,60.0,1,0.0,0.0,0.0,1,-1,1
0251f6eb983f032b169787730758820a,1,0,0,0,1,5.0,59.0,1,0.0,0.0,0.0,1,-1,1
025db0c3f99769160f23fa8e8599873a,1,1,0,0,1,4.0,53.0,1,1.0,0.0,0.0,1,-1,1
026142e04ef8a356ee6fdf860690031b,1,0,0,0,1,4.0,54.0,1,0.0,0.0,0.0,1,-1,1
026df365dbc2a4ee50f62a83e72726d2,1,1,0,0,1,3.0,16.0,1,1.0,0.0,0.0,1,-1,1
02720d699ceb790eb467d5340caac6b1,1,0,0,0,1,3.0,20.0,1,0.0,0.0,0.0,1,634,-1
027b450040ccb4df5a06575d1f165276,1,1,0,0,1,4.0,58.0,1,1.0,0.0,0.0,1,-1,1
027c592c03630896a7b2fbdbcb39ad92,1,1,0,0,1,5.0,67.0,1,1.0,0.0,0.0,1,-1,1
027e064c6b2792fea41127d0e2c4bd25,1,1,0,0,1,3.0,18.0,1,1.0,0.0,0.0,1,-1,1
027eeab26aa94a056b4e65cab543efd7,1,0,0,0,1,4.0,50.0,1,0.0,0.0,0.0,1,-1,1
02951df679a0175067a43dc632a681fb,1,0,0,0,1,5.0,61.0,1,0.0,0.0,0.0,1,-1,1
029b872c691b5f6322996b8b36bc8236,1,0,1,0,1,4.0,54.0,1,0.0,1.0,0.0,1,-1,1
029c695f33ca785a630e628ec2c638d7,1,0,0,0,1,3.0,15.0,1,0.0,0.0,0.0,1,-1,1
02a3e6560bafa166a0689bfa19bd2c2e,1,0,0,0,1,4.0,53.0,1,0.0,0.0,0.0,1,-1,1
02a718a8bbc1741a8900f9ba9dab2117,1,1,0,0,1,4.0,53.0,1,1.0,0.0,0.0,1,-1,1
02a9eff8d380d77122ee4a9fa1b6ceae,1,0,1,0,1,4.0,54.0,1,0.0,1.0,0.0,1,-1,1
02bcee9c0379a14db2f1bca2c48a35c4,1,0,0,0,1,3.0,18.0,1,0.0,0.0,0.0,1,-1,1
02bf3d6378c4253752b3f488b1ea7352,1,1,0,0,1,5.0,73.0,1,1.0,0.0,0.0,1,-1,1
02c2ed5c790c362d9a36f526fce88c94,1,1,0,0,1,5.0,76.0,1,1.0,0.0,0.0,1,-1,1
02c4d202408fe1c60dda6964b9cd61ec,1,1,0,0,1,5.0,59.0,1,1.0,0.0,0.0,1,-1,1
02cd7393745cde20618bec60da9cad34,1,1,0,0,1,4.0,54.0,1,1.0,0.0,0.0,1,-1,1
02cf7509a3b71841a81319a71957da00,1,0,0,0,1,4.0,18.0,1,0.0,0.0,0.0,1,-1,1
02e2a4654415afe596318f8f2392ccfa,1,0,0,0,1,5.0,59.0,1,0.0,0.0,0.0,1,-1,1
02e6df2a7fd61c4bfcbd9c7e19be894e,1,1,0,0,1,5.0,61.0,1,1.0,0.0,0.0,1,-1,1
02e6e749194119b2561d0d763f6e5383,1,0,1,0,1,4.0,54.0,1,0.0,1.0,0.0,1,693,-1
02e70f769c5fd9023cd7a41770e3cfc2,1,1,0,0,1,4.0,55.0,1,1.0,0.0,0.0,1,-1,1
02efc1a49d22497ccb4b88901ee8e76a,1,0,0,0,1,5.0,59.0,1,0.0,0.0,0.0,1,-1,1
02fe9c0ef722b7c579d2be089c2a903e,1,0,0,0,1,4.0,50.0,1,0.0,0.0,0.0,1,702,-1
0305fee0a87e45e31de2592414fe2191,1,0,1,0,1,1.0,11.0,1,0.0,1.0,0.0,1,-1,1
0308b3eb9b14b7c4174394bc8438e9cd,1,0,0,0,1,4.0,50.0,1,0.0,0.0,0.0,1,702,-1
031cf36dfc6c1836b1ea84d2de65d16a,1,1,0,0,1,4.0,55.0,1,1.0,0.0,0.0,1,-1,1
0324ab3ecc37ffac8717adf7edcb5007,1,1,0,0,1,3.0,16.0,1,1.0,0.0,0.0,1,-1,1
03257141f6c88c1ee66e534b71dd755d,1,1,0,0,1,4.0,18.0,1,1.0,0.0,0.0,1,-1,1
0329af7d61cff34b696e5dc8aa4f8d3b,1,0,0,0,1,3.0,17.0,1,0.0,0.0,0.0,1,-1,1
032a03ebec8f4471aba45c4233586609,1,0,0,0,1,5.0,61.0,1,0.0,0.0,0.0,1,-1,1
032efc84b97f0346d54b98efa5a14de0,1,1,0,0,1,4.0,49.0,1,1.0,0.0,0.0,1,-1,1
0333d06c4d26652910df572b289ae6fc,1,1,0,0,1,4.0,58.0,1,1.0,0.0,0.0,1,-1,1
03398dd056afcf32d8bfd04100533038,1,0,0,0,1,5.0,64.0,1,0.0,0.0,0.0,1,-1,1
033c5d77ab24e18fafdd7af4beb7bc58,1,0,0,0,1,3.0,27.0,1,0.0,0.0,0.0,1,-1,1
033d2dc505ee3fdf8c211cb6bd621f5e,1,0,0,0,1,4.0,53.0,1,0.0,0.0,0.0,1,-1,1
03441ec4697d93b84d7bdfe59fd0bc73,1,0,0,0,1,5.0,59.0,1,0.0,0.0,0.0,1,743,-1
034511107e9aa0f2d901658b4650dff3,1,1,0,0,1,4.0,49.0,1,1.0,0.0,0.0,1,-1,1
0349569ab4c6097e3a64a696a4ec44d0,1,0,0,0,1,5.0,63.0,1,0.0,0.0,0.0,1,745,-1
034b1b0386e37a5513ae3932dd52d6ff,1,0,0,0,1,3.0,27.0,1,0.0,0.0,0.0,1,-1,1
0352cfe9617063cbb9e29579cef57087,1,1,0,0,1,2.0,12.0,1,1.0,0.0,0.0,1,209,-1
0352da985e82c82e5c9f6b9cdfddfc69,1,0,0,0,1,3.0,20.0,1,0.0,0.0,0.0,1,-1,1
0353e8f76812a46ff5809b3c12b513b4,1,1,0,0,1,4.0,50.0,1,1.0,0.0,0.0,1,-1,1
0357cf4923f8fa03ed7f7874d5fa2b6e,1,0,1,0,1,4.0,54.0,1,0.0,1.0,0.0,1,-1,1
03595b7bf6283aaaa9c4c0622f0ecfee,1,0,0,0,1,4.0,18.0,1,0.0,0.0,0.0,1,-1,1
0359e8d373072be894f1b2e3504e412f,1,1,0,0,1,5.0,64.0,1,1.0,0.0,0.0,1,-1,1
037135f06ee69533c27fb66d63cbc6b1,1,0,0,0,1,5.0,63.0,1,0.0,0.0,0.0,1,745,-1
037e4e4e11a6f16f95116801121ef4ee,1,0,0,0,1,3.0,20.0,1,0.0,0.0,0.0,1,-1,1
0390ae2fecfc9261c2ea822522ae9088,1,0,0,0,1,4.0,18.0,1,0.0,0.0,0.0,1,-1,1
03a79f2343eac28f74eda0c12bed902d,2,1,0,0,2,3.5,16.5,1,0.5,0.0,0.0,1,-1,1
03aa12cf54b8b6afd65b2f0b34fa87a5,1,0,0,0,1,5.0,67.0,1,0.0,0.0,0.0,1,-1,1
03ad8045263057744c547b23f9427e2f,1,1,0,0,1,5.0,67.0,1,1.0,0.0,0.0,1,-1,1
03b05c1002eaa98c0df12812df63596c,1,1,0,0,1,5.0,59.0,1,1.0,0.0,0.0,1,-1,1
03b0d80c44067e8ce2e95391acb7c326,1,1,0,0,1,2.0,12.0,1,1.0,0.0,0.0,1,209,-1
03b24be896abe26323c5e76cffacf351,1,1,0,0,1,4.0,50.0,1,1.0,0.0,0.0,1,-1,1
03bb0031da63fbd88c92abd85d7ae2bb,1,0,0,0,1,5.0,59.0,1,0.0,0.0,0.0,1,743,-1
03bc97cce3407e45492051dcaec8f5fe,1,0,0,0,1,5.0,56.0,1,0.0,0.0,0.0,1,-1,1
03bea5e0f892b686b6edb8f0349b500f,1,0,0,0,1,4.0,50.0,1,0.0,0.0,0.0,1,-1,1
03c688c38d8ea7109465e9a3dba2d51c,1,1,0,0,1,5.0,57.0,1,1.0,0.0,0.0,1,-1,1
03ca978003da95cf124073ea0fb7630f,1,1,0,0,1,2.0,40.0,1,1.0,0.0,0.0,1,-1,1
03d06a94230fcd1d27df679a641cb142,1,0,1,0,1,1.0,10.0,1,0.0,1.0,0.0,1,-1,1
03d41842db0849ed61d881bf3cd6a35d,1,0,0,0,1,5.0,59.0,1,0.0,0.0,0.0,1,-1,1
03db56ae706a05447c31a2562f14b92b,1,0,0,0,1,3.0,20.0,1,0.0,0.0,0.0,1,-1,1
03ddea50159f11151578c41f4a74a657,1,0,0,1,1,2.0,12.0,1,0.0,0.0,1.0,1,-1,1
03e8f9cf5983be98e24f36261d3ef35f,1,0,0,0,1,5.0,67.0,1,0.0,0.0,0.0,1,-1,1
03ecda9112bf5e7b64921ba14176caa6,1,0,1,0,1,5.0,67.0,1,0.0,1.0,0.0,1,-1,1
03edc7f9957ec5c1b765087d50ca05fd,1,1,0,0,1,3.0,18.0,1,1.0,0.0,0.0,1,-1,1
03ee2a343fb54ccf784445120d7bf3e8,1,0,0,0,1,5.0,57.0,1,0.0,0.0,0.0,1,350,-1
03ee7d8e822537274f300f4cd4520107,1,0,0,0,1,4.0,49.0,1,0.0,0.0,0.0,1,-1,1
03f33bddc53723358ca9c15ca01002ca,1,0,0,0,1,4.0,18.0,1,0.0,0.0,0.0,1,-1,1
03f46252064c209ef60ab592cdd89b81,1,1,0,0,1,2.0,12.0,1,1.0,0.0,0.0,1,209,-1
03f841a20bd7944264828b1a8681528e,1,1,0,0,1,2.0,12.0,1,1.0,0.0,0.0,1,-1,1
04042bbee491e93ff05a6a924e615423,1,1,0,0,1,2.0,12.0,1,1.0,0.0,0.0,1,209,-1
040483e6a9d293cd124dd972b1e9e9ab,1,0,0,0,1,4.0,50.0,1,0.0,0.0,0.0,1,-1,1
0407e4da112f6117cc5f4b5b80dd0412,1,0,0,0,1,5.0,67.0,1,0.0,0.0,0.0,1,-1,1
0408bb6c2ecb4536c982fb97c9e6ffea,1,1,0,0,1,4.0,53.0,1,1.0,0.0,0.0,1,-1,1
040dac634e9ee6f24e04274c459222c3,1,1,0,0,1,3.0,20.0,1,1.0,0.0,0.0,1,-1,1
04100a302da78f4f887445f9887ffa52,1,0,1,0,1,4.0,54.0,1,0.0,1.0,0.0,1,859,-1
041771840954a510d0c4dc2b39fac4f9,1,1,0,0,1,4.0,55.0,1,1.0,0.0,0.0,1,-1,1
041aaa06c7489636e593ad6c52a9025d,1,0,0,0,1,5.0,63.0,1,0.0,0.0,0.0,1,745,-1
041c6fed96063582b3e243912f34b779,1,0,0,0,1,3.0,16.0,1,0.0,0.0,0.0,1,-1,1
04209cb2e6c48677fb9958832fad80fe,1,0,0,0,1,4.0,58.0,1,0.0,0.0,0.0,1,871,-1
0421acf8f5f2a8c021a634956d2acfb5,1,0,0,0,1,3.0,20.0,1,0.0,0.0,0.0,1,-1,1
0426a78e7ce705c777cd8e81d9ba58a9,1,0,0,0,1,5.0,67.0,1,0.0,0.0,0.0,1,-1,1
042b006892bd2fb7241e62266b0bdeee,1,0,0,0,1,4.0,49.0,1,0.0,0.0,0.0,1,-1,1
0430b4557be4ee6523ebfb3c4c9f50e7,1,0,0,0,1,4.0,64.0,1,0.0,0.0,0.0,1,-1,1
04380f52fa91e21caa77e5f77fb4190f,1,1,0,0,1,4.0,50.0,1,1.0,0.0,0.0,1,-1,1
044366d70b9a011f1f5b5e29516acbf6,1,1,0,0,1,5.0,73.0,1,1.0,0.0,0.0,1,-1,1
04441675f8d638318261851b2b24d585,1,0,0,0,1,4.0,18.0,1,0.0,0.0,0.0,1,-1,1
04497475964a15285806a768433aa963,1,0,0,0,1,5.0,56.0,1,0.0,0.0,0.0,1,-1,1
045058db23fd97d2b9e92fef110f0c46,1,0,1,0,1,4.0,54.0,1,0.0,1.0,0.0,1,898,-1
04517035af02266370895d1f4fb34904,1,0,0,0,1,4.0,58.0,1,0.0,0.0,0.0,1,-1,1
0454d9c123ddb05e80eed5fadd77e00d,1,0,0,0,1,4.0,53.0,1,0.0,0.0,0.0,1,-1,1
0458fd9b624e8c0965adedc1310ba9b1,1,1,0,0,1,4.0,53.0,1,1.0,0.0,0.0,1,-1,1
046594dacf9194d311ef2066f6c5c1b9,1,1,0,0,1,5.0,56.0,1,1.0,0.0,0.0,1,-1,1
04686cf514887fa940699b853c655db4,1,1,0,0,1,4.0,58.0,1,1.0,0.0,0.0,1,-1,1
0469aa7e96655d215d4594073f1643cb,1,1,0,0,1,3.0,18.0,1,1.0,0.0,0.0,1,-1,1
046b42d022083f3c07e46f6e41cd05f9,1,1,0,0,1,3.0,28.0,1,1.0,0.0,0.0,1,-1,1
046fdbfd324a16bb8843c8fb1e395000,1,0,0,0,1,4.0,49.0,1,0.0,0.0,0.0,1,-1,1
04736cf7638edc82975ee92465655cfe,1,0,0,0,1,3.0,27.0,1,0.0,0.0,0.0,1,-1,1
047ba2ea9e43ef7e3ad074094f2aa819,1,1,0,0,1,5.0,73.0,1,1.0,0.0,0.0,1,-1,1
047eb9fb096e01e4fc78cfe7e758faa6,1,0,0,0,1,5.0,57.0,1,0.0,0.0,0.0,1,350,-1
0480309f42c1175572674f9c7c235abe,1,1,0,0,1,5.0,59.0,1,1.0,0.0,0.0,1,-1,1
0486ec54058f2731f81479b24bdb947f,1,1,0,0,1,5.0,67.0,1,1.0,0.0,0.0,1,-1,1
049072ff98d34287fab862f03014d5de,1,0,0,0,1,5.0,63.0,1,0.0,0.0,0.0,1,-1,1
04938f2bb6b68014d1e11e48bc851f45,1,1,0,0,1,5.0,67.0,1,1.0,0.0,0.0,1,-1,1
0495f623181845f9d0524d82c5a7ffb6,1,0,0,0,1,4.0,18.0,1,0.0,0.0,0.0,1,-1,1
049f45c042a8a6d8dfc45f1dd3623c87,1,1,0,0,1,5.0,76.0,1,1.0,0.0,0.0,1,-1,1
04a3f8d656ae4bbc05b8bb6b15b36a4a,1,1,0,0,1,5.0,67.0,1,1.0,0.0,0.0,1,-1,1
04a685bb1920c277a06255ebf5c4b320,1,0,0,0,1,4.0,54.0,1,0.0,0.0,0.0,1,-1,1
04aef76e2f72990231a0d71251c844dc,1,1,0,0,1,4.0,55.0,1,1.0,0.0,0.0,1,-1,1
