Trace-id,HTTP Status Code,Path,User Agent,path_frequency,is_anomaly_iso,is_anomaly_dbscan,is_anomaly_combined
012ad16e43368c4ed88314dc482b4411,200.0,/api/v1/references/HTTPS:%2F%2FOWDS.ORG%2FAF.JvZDEFvWf0mycIHWY-wtlg/elements,"Mozilla/5.0 (Linux; Android 14; moto g14 Build/UTLB34.102-54-1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.107 Mobile Safari/537.36",1,-1,0,True
013bb3bd354cbb51d99bc427e858445b,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
013db10de918fce7bd1392a9e68b25ec,201.0,/api/v1/elements/e37837b0-1b38-4306-aebd-5b24ab91bc20/documents,Unknown,2,-1,8,True
0141b4a7ea005958b34a576a8ef489d3,404.0,/api/v1/documents/76fdcc91-0870-4d5e-862c-c6e99e51df3a,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",8,-1,7,True
014d0b1c61decdbef07f05723ea5845a,200.0,/api/v1/references/HTTPS:%2F%2FOWDS.ORG%2FAF.-ADi6Tswi0qPeULwwdrhSg/elements,"Mozilla/5.0 (Linux; Android 14; moto g14 Build/UTLB34.102-54-1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.107 Mobile Safari/537.36",1,-1,0,True
014df6ff0b3265d0b2d0fe740356fb54,404.0,/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1,17,-1,6,True
0163246355e677f374498fe6cf7ffb3e,201.0,/api/v2/documents,Unknown,30,-1,10,True
017d5f358ffcad4c80109c65e56581e5,201.0,/api/v1/elements/f198f499-128e-4c18-8459-140a8bc9ef80/documents,Unknown,1,-1,8,True
01866fbf2e690d4c40a5505ddc26f239,404.0,/api/v2/projects/33df3f35-8ff1-4e03-b7e7-f32b89ad7f0b/project-image,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",4,-1,9,True
01908eb403cddf02345c3a9a6932e73d,201.0,/api/v1/elements/3d7afbc1-f7c5-45b4-ae23-a5a6510cc68f/documents,Unknown,1,-1,8,True
019b035782159d356ebbc9910a58b94c,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
01a5a537cd52826a1006ed5678c64b0a,404.0,/api/v1/documents/0ef89e10-156d-4005-9cca-8269d6838bb9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",7,-1,7,True
01a749bdcf661d965479719fc93831c8,201.0,/api/v1/elements,Unknown,15,-1,10,True
01a820b38665a6c862b29217c552e06f,204.0,/api/v1/assets,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",16,-1,5,True
01a95a5bfdecfa22bbdf5b26da874e57,404.0,/api/v1/documents/7781cdcb-15a3-4279-918b-4dbac380193c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",6,-1,7,True
01aae89f85ef9c16c861a960a4c4f957,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
01ac8e9aa0836a72efde132714d7e70a,404.0,/home,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",1,-1,6,True
01ba42ceea26f214873639afc4b77051,201.0,/api/v1/elements/cca80f5c-e07b-4e0a-8687-f8f4dde6db12/external-references,Unknown,1,-1,11,True
01c31194cd46348b384ec2b576fb98b0,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
01d0839756386e4264ce58b3d69de4a0,404.0,/api/v2/projects/d2a6f982-fccc-446a-874c-160fceda2ffb/project-image,"Mozilla/5.0 (Linux; Android 14; Pixel 6a Build/AP2A.240905.003.F1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.108 Mobile Safari/537.36",2,-1,9,True
01d0bb1dacefadc6b08d788ba9f2f557,401.0,/api/v1/identities,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 OPR/114.0.0.0",147,-1,14,True
01d5dc1e69ee5c34cd764444c4cd71f2,404.0,/api/v1/elements/9118bedf-76af-4e43-8b1f-fc1cf94de151/prioritised-partner,"Mozilla/5.0 (Linux; Android 13; 2201117SY Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.107 Mobile Safari/537.36",2,-1,9,True
01d7a3da17352fafccd0f3c23c450034,404.0,/api/v2/projects/ac5ad313-6392-4967-a59e-4f4ba7bb26da/project-image,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",8,-1,9,True
01dbae35c1b918a92387c7645de32470,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
01dd0026c2eed723af224642c676aa54,201.0,/api/v2/elements,Unknown,6,-1,10,True
01ed5a6f6422a852711786227f6fd024,404.0,/email/font/opensans/opensans.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",1,-1,-1,True
01f04a2ecc69939a3bb905cb13a1aedb,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
01f5525d5027853fe676dc5add1c8958,201.0,/api/v2/documents,Unknown,30,-1,10,True
01fa688b337ede9b269d814babce374f,204.0,/api/v1/versions,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",40,-1,5,True
02028648be91cb5984a18a422817eb75,201.0,/api/v2/documents,Unknown,30,-1,10,True
0202aae0a29aa9dea32559345c5ff4e4,401.0,/api/v1/nodes/root,"Mozilla/5.0 (Linux; Android 13; SM-P615 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.108 Safari/537.36",198,-1,14,True
0202e28b0dae45d39cc923c4cc6a0c02,404.0,/api/v2/projects/69d98383-7ddf-41ae-9d6f-1699e8b22d4a/project-image,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0,6,-1,9,True
020b7bcb2855282c98db70101ee41aa6,-1.0,/api/v2/documents,Unknown,30,-1,-1,True
020c2ef4adc099b5749ddb3daa0d6206,200.0,/api/v1/references/HTTPS:%2F%2FOWDS.ORG%2FAF.3Qcg0DGNn0ize8-nl7lEFA/elements,"Mozilla/5.0 (Linux; Android 14; SM-S911B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.107 Mobile Safari/537.36",2,-1,0,True
021adb04e04862f3880e406f90f30d5d,0.0,/api/v1/documents/e3973c8e-b8ac-4dbd-85c5-6126dce1db03,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,5,1,-1,True
021d5a18f51b0ac37b6fca8cc9066d3e,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
02202e28bbf7917ff1ad9c03b6782c02,200.0,/api/v1/references/HTTPS:%2F%2FOWDS.ORG%2FAF.1CNaIUo7qkulUz_Rh4KsWA/elements,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)",14,-1,0,True
0226ae3020c09f6abb10b3039021596e,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
022f35b20366a37f07708a0b65c61e86,404.0,/api/v1/documents/e3d128cd-ad7d-440f-8614-641401d97e10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",7,-1,7,True
0237c87e1bc362dff295846fb8fd5066,201.0,/api/v1/elements/6fd55a91-3794-40ef-b3dd-dbb036e562e5/documents,Unknown,1,-1,8,True
02389245c18d15246f3833655d4a4198,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
023a3d20f257b890329cd2f7165f37ea,404.0,/api/v2/projects/ac5ad313-6392-4967-a59e-4f4ba7bb26da/project-image,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",8,-1,9,True
023b3c742ff26441eb23901fbb8bf82c,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
0242a91a40b99ff09c7c0684bb8c330c,404.0,/api/v1/documents/76fdcc91-0870-4d5e-862c-c6e99e51df3a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",8,-1,7,True
02432a36a1ded1c7396d25c6c2e08736,200.0,/api/v1/references/HTTPS:%2F%2FOWDS.ORG%2FAF.1CNaIUo7qkulUz_Rh4KsWA/elements,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)",14,-1,0,True
0249c4ac8bf8adc28ca1ee2d7627590f,404.0,/menu.cgi,curl/7.54.0,1,-1,6,True
024ce9b833dfa349ce6701c2072f8607,200.0,/api/v1/references/HTTPS:%2F%2FOWDS.ORG%2FAF.YpjpoBn5Zk6XB1ExiaC_Aw/elements,"Mozilla/5.0 (Linux; Android 14; Pixel 6a Build/AP2A.240905.003.F1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.108 Mobile Safari/537.36",2,-1,0,True
025100eaf3854217cede30053fb9ecc0,201.0,/api/v1/elements/9d323fc9-3edd-4a0d-b3c1-9fd91afff8ed/documents,Unknown,4,-1,8,True
026142e04ef8a356ee6fdf860690031b,400.0,/api/v1/documents/b7a177bb-2665-4954-8a15-744e51fafcd1,"Mozilla/5.0 (Linux; Android 14; Pixel 6a Build/AP2A.240905.003.F1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.107 Mobile Safari/537.36",1,1,-1,True
02644d0f285ba2c050ac0c6adea282b1,201.0,/api/v1/elements/bac11d2e-ff31-485b-95bb-bec631aab799/documents,Unknown,2,-1,8,True
026d7475cbbd5f68f4929d4f4797db02,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
0274b83a14b27750f2c292557ef1674a,201.0,/api/v1/elements/ef563c81-ad76-40d3-a312-4714b62d8f54/documents,Unknown,3,-1,8,True
027c08c4e35c5542f957abea2cf9de28,204.0,/api/v1/references/HTTPS:%2F%2FOWDS.ORG%2FAF.pIPM-QrtWE6r9XMQASy31A/elements,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",3,-1,1,True
028191fdbbc4a746e74416858c9ced87,201.0,/api/v1/elements/c525437d-760b-47af-a4ec-8438eb2a9c5e/documents,Unknown,1,-1,8,True
028672398f37c96ad0900e1b1abb4f67,204.0,/api/v1/references/HTTPS:%2F%2FOWDS.ORG%2FAF.pIPM-QrtWE6r9XMQASy31A/elements,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",3,-1,1,True
028d699c36fa8c8ac5d61e07093d0e44,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
0296022f19a7b57c1587ec8ff22a77ae,200.0,/api/v1/references/HTTPS:%2F%2FOWDS.ORG%2FAF.2yjDzaWlvE-8TlT70STUoA/elements,"Mozilla/5.0 (Linux; Android 14; moto g14 Build/UTLB34.102-54-1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.107 Mobile Safari/537.36",1,-1,0,True
029c695f33ca785a630e628ec2c638d7,202.0,/api/v2/imports,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0,2,-1,-1,True
02a9eff8d380d77122ee4a9fa1b6ceae,404.0,/api/v1/documents/dc7cb028-a077-4474-a4c6-004921481562,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36",21,-1,7,True
02ae69283a6ae60583db5c614c05a13e,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
02ae780b98d48fc699dc642ea99cafe5,201.0,/api/v1/elements/7efa9b2e-df99-48c0-858d-540593000e25/documents,Unknown,1,-1,8,True
02b6cc18905b45a99aef0e696ded283c,401.0,/api/v1/identities,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",147,-1,14,True
02bb4174b38f5de49a1719a56a0afad9,404.0,/api/v2/projects/5bc2682f-d0f0-4f65-8480-154c6606ded8/project-image,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",8,-1,9,True
02c113ee0be4306dbc02fb1a8b71c3f1,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
02c2ed5c790c362d9a36f526fce88c94,200.0,/api/v1/references/HTTPS:%2F%2FOWDS.ORG%2FAF.I8RHyXrlvk-dW9SyGtlesg/elements,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",1,-1,0,True
02c3dd513b75d8748f6abd4b19dcb52a,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
02c3f0c7e5857ed15f72d823ee9e6371,201.0,/api/v2/documents,Unknown,30,-1,10,True
02c7446083fce4a9219840ce203021f4,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
02d3fd3175f6219ed474b18922621e95,201.0,/api/v1/elements/f5fed5b9-ac22-40d4-bc98-30759349a8df/documents,Unknown,1,-1,8,True
02d95dc2108ec0811528952efb252a73,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
02e1a5f30a740a824a463861d8aadca7,201.0,/api/v1/elements/af79c2f2-e1d1-44fd-a8f5-f242637dee09/documents,Unknown,7,-1,8,True
02e6e749194119b2561d0d763f6e5383,404.0,/api/v1/documents/199e812d-db57-4b79-9330-abbb4a129c48,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0,5,-1,7,True
02f52c59999b170a64b0682fa9511e2e,201.0,/api/v2/assets/3addb142-d81e-4a7b-83fb-6ff22168a512/external-references,Unknown,1,-1,11,True
02fb29c923ac4b2c055c4f66f80ea45e,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
0305fee0a87e45e31de2592414fe2191,404.0,/inicio.jsa,curl/7.54.0,1,-1,6,True
0307876a2e962be4c085448b144a6634,200.0,/api/v1/references/HTTPS:%2F%2FOWDS.ORG%2FAF.aaBuTA8hLk-kIGWrtitTIw/elements,"Mozilla/5.0 (Linux; Android 14; SM-A346B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.39 Mobile Safari/537.36",1,-1,0,True
030bb885cc619b33e6d0f7d79a41085a,201.0,/api/v1/elements/be807479-9e18-4ecd-97d3-fc980506b0c3/documents,Unknown,2,-1,8,True
030c917349eab91ea57ba0bb48af164c,201.0,/api/v1/elements/a8916966-348b-4939-9f5b-7eaca3430fff/documents,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",3,-1,8,True
030e89d2d57e3b6fa132eccb1a4dee5d,200.0,/api/v1/references/HTTPS:%2F%2FOWDS.ORG%2FAF.G4AcFS-tfk6FM4bwcCEG6w/elements,"Mozilla/5.0 (Linux; Android 14; SM-A336B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.107 Mobile Safari/537.36",2,-1,0,True
0314241dd9a451b0e0d1c3603da29ac0,201.0,/api/v2/documents,Unknown,30,-1,10,True
031a00372c3a4025c5d693b7026377a1,201.0,/api/v1/elements,Unknown,15,-1,10,True
031c82785960e83edc2848dac2501c97,201.0,/api/v1/elements/82e15ace-8d09-4365-b902-16b13c224378/documents,Unknown,1,-1,8,True
0329af7d61cff34b696e5dc8aa4f8d3b,201.0,/api/v2/documents,Unknown,30,-1,10,True
0330f1b6ab0900df59586717c2132116,401.0,/api/v1/identities,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",147,-1,14,True
0338db624fc9253dfc827d2305ba530c,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
0345f28aec71f1df59ce9aac8787c9b9,503.0,/api/healthz,curl/8.5.0,2025,-1,3,True
034988340e29d7802245adf87ab7d30f,201.0,/api/v1/elements/e6b3aa8c-7113-4307-a14d-278d9ea2ad4e/documents,Unknown,1,-1,8,True
03600a1c7084aa6534587ec310337b95,201.0,/api/v1/elements/8e96a05e-8579-424d-9b45-ca3d8ff23af2/external-references,Unknown,1,-1,11,True
037135f06ee69533c27fb66d63cbc6b1,201.0,/api/v1/elements/c763de89-24b8-4275-a7bd-16223db9388f/documents,Unknown,1,-1,8,True
